word,total_hits,title,year,genre,episode_title,season,episode,imdb_id,quote
formidable,1496,The South Shaolin Master Part II,1994,N/A,,,,tt0331513,Formidable!
getaway,2208,Scavenger Hunt,1979,Comedy,,,,tt0079858,Getaway?
getaway,2208,A Fish Called Wanda,1988,"Comedy, Crime",,,,tt0095159,Getaway?
getaway,2208,The Eavesdropper,2004,"Drama, Thriller, Science Fiction",,,,tt0345777,Getaway! | - It's gonna be all right. let me help - Getaway... Getaway
getaway,2208,Creatures from the Pink Lagoon,2006,"Horror, Comedy",,,,tt0436200,GETAWAY!!
getaway,2208,Cold Case,2006,"Crime, Drama, Mystery",Lonely Hearts,4,9,tt0882196,          � Getaway �           
getaway,2208,House,2007,"Drama, Mystery, Comedy",Insensitive,3,14,tt0917153,"Getaway. | Getaway. | {\pos(192,220)}It's Valentine's Day. I've planned a surprise getaway."
getaway,2208,Killer Book Club,2023,"Horror, Thriller",,,,tt18260564,GETAWAY
getaway,2208,The Good Cop,2018,"Comedy, Crime, Drama",Will the Good Cop Bowl 300?,1,4,tt7211164,getaway.
getaway,2208,Soundtrack to War,2005,Documentary,,,,tt0470161,"- Number 13, Getaway Car. - Getaway Car. | deathliest getaway car on the planet, you wouldn't"
getaway,2208,Toofaan,2021,"Action, Drama, Sport",,,,tt11045422,-Make your getaway.  -Make your getaway.
getaway,2208,You and Me,1938,"Crime, Film-Noir, Romance",,,,tt0030996,"Getaway car... | Buying a getaway car. | The getaway car, how much? | The getaway tickets, we'll up them together. | Sure you do. I always had the brass and all you had was a quick getaway."
with,134727,"What's Up, Tiger Lily?",1966,"Adventure, Comedy, Crime",,,,tt0061177,"with... with... with... | Beware of the man with... | What's the matter with them? | It's rough with a new country. | Well, I'll go along with that... | Alright, let's start with the girl. | Actually, it was done with ""Gone with the Wind"", and not many people know that. | I'm sitting here chatting with Woody Allen | We can't possibly sneak onboard with sailors... | Come on! Let's get on with it. | What exactly did you do with that film? | But first, here's Len Maxwell with the weather. | ...and close it with one quick zip, like this. | ...which will then be filled with fat Lithuanian midgets. | ...then my gun will be magically filled with bullets. | ...the director always has to walk through with his wife. | So you see, you'd better not mess around with me... | Except girl. She's dead. I killed her with pretty smoke. | I'll just give it a little tap with the hammer... | Hang on. I'm gonna shoot four men with three bullets. | And I wrote a comedy... I got together with some actors... | You must be very quick on the draw, with a gun. | Well, we can take her with us if you want to... | Yes, I took your picture with a camera hidden in that case... | - You wanna come with me, Teri? - You're gonna have to hang on. | Here's Phil! Bringing with him the constant promise of joy and fulfilment... | Don't excite yourself. I never sleep with a man who owns a dress. | ...but you wouldn't really know what to do with a girl, would you? | Don't make a move, my darling. I'll be right back with the dynamite. | She'll get in touch with us as soon as she can find the safe. | That's a very special camera. It takes pictures of you with all your clothes on... | I saw you took our picture with that. You had a hidden camera, I saw it. | How was I, boss? Had a little trouble with the M:s and P:s, but otherwise great, eh?"
with,134727,Thirty Two Short Films About Glenn Gould,1993,"Biography, Drama, Music",,,,tt0108328,"with-- with-with... | that they leave one with. | You know he was consumed with-- | anything that has to do with... | l don't hold with this notion... | with which we must all reckon... | with 3000 other people in uncomfortable chairs... | He was very much involved with himself. | in having been with the primitive people. | seeks moth or moths with similar equalities... | Do not take in conjunction with barbiturates. | lnteraction with phenylbutazone may cause stomach irritation. | that l wanted to cover with you. | with media in general indeed represents the future. | l sleep with the radio on in fact. | Avoid using this medication in conjunction with antidepressants. | but l've yet to come up with an answer. | with what he was doing and his own things. | Seems like she had a fight with her boyfriend. | of anyone being in close touch with the North... | to soothe the anxiety often associated with gastrointestinal disorders. | in which l saw myself covered with red spots. | unconcerned with or better still unaware of the marketplace's demands... | Damn lmlach. We would have been better off with Clancy. | that for every hour you spend with other human beings... | - Eleven and three quarters. - Mr. Mackie lunched with the minister. | pentobarbital acts by interfering with nerve impulses to the brain. | Remember he was obsessed with numerology numbers and so forth. | and he was obsessed with this feeling that he wondered-- | performed with the unmistakable genius of the young Glenn Gould. | l remember l used to play a game with my mother... | l simply have a facility with a certain kind of minutia. | But it's been far more instructive to talk with Leopold Stokowski... | Now you've been quoted as saying that your involvement with recording-- | the privilege that is rightfully yours of communicating with an audience. | They broke up. Then she had a fight with her parents... | l remember l was up in the cockpit with the pilot... | l'd like to deal with this as sensibly as l can. | Why when you seem obsessed with this idea of musical perfection... | and every minute l can spend with her is pure heaven. | You lost l lost everybody lost. Take it up with OPEC. | Avoid using in conjunction with drugs that have a stimulant effect. | First l'm not at all happy with words like ""public"" and ""artist""... | the guy with the short you know-- he's gonna pick you up. | and l discussed it with him and l said ""You know Glenn... | ln fact all of those programs deal to some degree with solitude. | You know l am deeply in love with a certain beautiful girl. | l'm sticking with the big one. Oil that is black gold Texas tea. | l had a small word with Sheik Yamani's bodyguard at the airport and-- | on whether you have a piano with noisy works or a chair that squeaks? | The Pormack brothers are in tight with the Saudis. They've mopped up all week. | l did wanna show you a schedule for tomorrow. No don't bother with it now. | Well yes l have on occasion but only to put them at ease with the mike."
with,134727,Three's Company,1983,Comedy,Alias Jack Tripper,8,5,tt0722866,"with... with... with... | Get away with what? | glazed chicken with truffles | The glazed chicken with truffles... | With cream and sugar, please. | Please? Me, go out with Agnes? | and having dinner with him tonight. | With a ""Z"". He's my maitre d'. | You can go out to lunch with Agnes. | I never told her about my date with Sharon. | So let's get on with our lives, shall we? | You thought you'd get away with it, didn't you? | How did your date with Sharon go, old buddy? | I'm just getting ready for my lunch date with Sharon. | You don't have to go out to lunch with Sharon. | Jack, please. We want to hear about your date with Agnes. | You know, Janet, if Jack wants to be alone with Agnes, | I go and fix you up with a really wonderful guy | It takes me two weeks to get a date with Sharon Gordon, | It took 19 phone calls, but she finally agreed to go out with me."
with,134727,Last Tango in Halifax,2013,Drama,Episode #1.5,1,5,tt2308960,"..with, er, with...with... | With some... | What's wrong with that? | Are you suited with it? | Anyway, he's married, with children. | What's it to do with? | I'm having trouble with the reception. | Yes, he's here, he's with us. | Loads. Has something happened with Caroline? | They'll be fine with that, won't they? | I'm really cool with it. Well done. | with Paul. I'll find him a duvet. | Beverley'll be in any minute with the tea. | he'd smashed his head open with t'log splitter. | If she's getting into bed with another woman. | To get hot and steamy with another woman. | She's fine. It's nothing to do with that. | That's wicked, coming out with something like that. | So, you know, I'm right there with you. | Let me deal with that side of things. OK. | Go on, go and have dinner with them. No! | cos she's been having it off with another woman! | About when Raff got annoyed with you. I'm just... | Do you seriously think I haven't slept with other people? | Could you get Alan to pop into Halifax with you? | They haven't got anything to do anything with, have they? | Problem? She's invited me for dinner with her and her... | her mother's driving over with me dad in the dark. | with some knickers and a...and a nightie, and me toothbrush? | Can you tell my dad... Are Harry and Maurice with you? | Whatever it is she's doing with this other woman, she's not... | I expect she'll talk it through with you when she's ready. | What's up with Caroline being a bit of a dyke anyway. | Mum! I'm in a meeting. Who are you in a meeting with? | Actually, if I'm with someone else and you're going to sleep around... | If I love and trust someone enough to have sex with them | I'm 15. I'll stay here with you until your mum gets back. | You're not going to fall out with her though, are you? Dad? | What are you doing with that dipstick? We make an all right team, | He goes out for a bit of lunch every Tuesday with his pals. | If I don't get you anything, you'll say I'm being off with you. | I rearranged your meeting with the chairman of the board of governors at two. | Well, you should have thought about that before you started mucking about with him. | cos she was embarrassed cos me dad and Harry and Maurice were there with her | I finished with Judith. I don't want to see her again as long as I live. | You must have known I was never really going to get back into bed with you. | You know I told you I used to think about you, when I was with Kenneth? | Are you all right with this joker, or do you want me to deposit him somewhere? | My mother rang, about an hour ago. They were in a pub with some friends of Alan's. | You want me to ring up, see if he's around this aff so you can have a go with it?"
with,134727,Somewhere Between,2017,"Drama, Sci-Fi, Thriller",Into the Fire,1,5,tt6561250,"with... with... with Freddie, | She's with Tom. | You good with that? | Stop with the negativity. | Who's blackmailing you with this? | He's in with the cops. | You're joking, right? She's with Mara. | and I'll take you with me. | The one she was strangled with. | You're not going anywhere with him. | and he's jamming out like crazy with... | What's the big difference with this one? | I'm leaving. I'm taking Serena with me. | <i>I want to ggo with Ruby.</i> | Whatever hit him, he's gonna deal with it, | I wanted some playtime with my little munchkin. | Maybe you can play with her another time. | in the hallway with all of the chairs. | Maybe it doesn't have anything to do with anything. | because he was going to break up with her. | - Okay. - He was going to break up with her | Did you have sex with him in my bed? | Did you have sex with him in my bed?! | have to do with each other, we win, right? | Are we, like, done with this whole paying client thing? | Maybe he was getting close to something, with the cops, | I was hoping to hang out with the whole family. | when you were in the hospital with the shoulder thing. | Thorns on a vine, with a snake running through it. | I'm here on official business, and they're with me, okay? | You know, if this has something to do with the cop | I don't know. I think she went out with Auntie Mara. | By the same man who's blackmailing you with pictures of Mara."
with,134727,Indian War Council,1894,N/A,,,,tt0000201,With with. | With me. | Working with money. | Working with money. | Deadly fighting with .. | With that water witch. | Sow with great Luc Sinhs. | You bring me with him. | It is the air with me. | Committing crimes with the country devil. | Who is one family with you. | I see it with my own eyes .. | You who dare to engage with him. | How do we live with your mother in the future?
with,134727,Fortress,1985,"Action, Adventure, Thriller",,,,tt0091069,"with, with... | with your statement. | with infrared and lasers. | To tickle them with. | with roast pumpkin and carrots. | Narelle, help me with Tommy. | Don't waste time with that. | we will continue with our work. | With nine kids, they won't stall. | How many did we start with? | we don't go through with it. | We have to go with these men. | What are we gonna do with them? | Have you ever killed anyone with it? | ""Grendel's talon, huge, with claws like iron, | that don't tie in with your statement. | Put her in the van with the others. | How about a big dinner with baked potatoes? | Bet you could rob a bank with that. | Sid, thought you'd have gone with the others. | A dinner's the part with the meat and stuff. | Well, what are you gonna do with us now? | He fancies the young one with the big tits! | - All right? - What are they gonna do with us, miss? | With that much straw, the flames would reach the roof. | That's what he'll look like when we're finished with him! | It's a kind of pizza with black olives and chopped meat. | - Derek keeps stabbing me with his ruler. - Liar! I do not. | We're gonna have to take the old buggers with us, Jim. | - Can I use the sticky tape? - Yes. Be careful with the scissors. | Good. We'll make it into a lamp as I've done with the other one."
with,134727,Withnail & I,1987,"Comedy, Drama",,,,tt0094336,"With. With. | Here. Get it with the pliers. | Don't look. I'm dealing with it. | Don't get uptight with me, man. | All right, I'll deal with this. | - Hey! - What's the matter with him? | and have a word with him. | I mean, with no proper facilities. | you're presented with a difficult decision... | but it's nothing to do with me. | Probably wintering with his mother in Guildford. | What are you gonna do with those? | Starts comin' on really bald with me. | ""This majestical roof fretted with golden fire. | Imagine getting into a fight with the fucker. | Your relative with the house in the country. | <i>The only people he converses with...</i> | For reasons I can't really discuss with you... | Could I have a word with you, Monty? | I'll deal with the water and other plumbing. | Cake. What's it got to do with you? | - He doesn't want to sleep with you. - Right. | Go with it. It's society's crime, not ours. | Do you realize this gaff's overwhelmed with rodents? | with its earlobes and cannonball is not considered sane. | I had to scrub them with essence of petunia. | <i>I could hardly piss straight with fear.</i> | But he's up there with a leg in polythene. | We'll have to try and make friends with him. | with the perfumes of nature sighing on our skin. | I'm so uptight with him, I can't stop myself. | <i>stained with the butter drips from crumpets.</i> | to avoid the realities of your relationship with him. | Dealt with 'em. What the fuck do you mean? | All right. I'll walk with you through the park. | ""And indeed it goes so heavily with my disposition... | Sit down, for Christ's sake. What's the matter with you? | That's what you'd say. But that wouldn't wash with Jeff. | <i>Then they must be delighted with your career.</i> | - What are we supposed to do with that? - Eat it. | So we can eat it. We're fed up with stew! | Now a bloody madman on the prowl outside with eels. | he's got a better chance of dealing with the other. | What's the matter with you? What are you laughing at? | - I'll have to come with you. - Will you get out? | and get you fitted with some good quality rubber boots. | <i>in a punt with a chap called Norman...</i> | Hold on. Don't let your imagination run away with you. | I never have wanted it... not with him in it! | It's impossible to make a Camberwell Carrot with anything less. | He's got our checks. What are you doing with these? | <i>- What do you mean? - I've dealt with 'em.</i> | <i>- with this really rather far-out looking hat... - Wig.</i> | You fill this with piss, take this pipe down the trouser... | It can stand with its legs on either side of that. | Wants to get down there and have sex with those cows. | <i>Its landlord was a retired alcoholic with military pretensions...</i> | I was gonna have to have a word with you anyway. | That's what I thought. Except for personal use, I concur with you. | It's obsessed with its gut. It's like a bloody rugby ball now. | <i>- Are you the farmer? - Shut up! I'll deal with this!</i> | - Don't threaten me with a dead fish. - Half dead, he may be. | It won't be the first time I've been left with the couch. | - I see you're wearing a suit. - What's it got to do with you? | Listen, Monty. Could I just have a quick word with you? In private? | - Last time I saw him he was with his son. - Yeah, that's him. | It's a bloody chicken! Just think of it with bacon across its back. | What on earth will people think of me turning up with you two? | I've come in here with the express intention of wishing one on you. | It's trying to get itself in with you. It's trying for even more advantage. | <i>And I'm sitting in this bloody shack, and I can't cope with Withnail.</i> | But I'll come up after you, and I'll wake you up with a live one. | A poacher. We got into a tiff, and he threatened me with a dead fish. | - All right. - I want the room with the lock. Agree to that, or I'm off. | He doesn't want anybody to know. We're both in it. We're obsessed with each other. | I told him there's no question of payin' rent on a property cut with rodents. | I think you should strangle it instantly, in case it starts to make friends with us. | <i>A man with three-quarters of an inch of brain had taken a dislike to me.</i> | When I was a lad, I'd rocket off on my tandem with Wrigglesworth, and we'd just ride and ride."
with,134727,Dances with Wolves,1990,"Adventure, Drama, Western",,,,tt0099348,"- With. - With? | - With. - Stands with? | Dances With... | With who? | ...you are making with Dances With Wolves. | Dances With Wolves. | Dances With Wolves. | Stands With... Wait! | Dances With Wolves. | Stands With A Fist. | Stands With A Fist? | Stands With A Fist. | Stands With A Fist. | Were charged with apprehending... | Who is Dances With Wolves? | How is Dances With Wolves? | To Stands With A Fist. | I am Dances With Wolves. | My place is with you. | No, let him sit with me. | With no regard for Sioux rights. | ...with her face in my face... | Dances With Wolves is not coming. | - What conduct? - With all due respect... | Especially my daily reconnaissance rides with Cisco. | Or a white chief with special abilities. | I am in agreement with Kicking Bird. | You are happy here, with my family? | He thanks Dances With Wolves for coming. | Why is there no man with her? | Dances With Wolves, are you in there? | ...to cooperate with the United States Army. | Dances With Wolves is quiet these days. | With God as my judge, youll keep it. | I am pleased with my efforts thus far. | Have made first contact with a wild Indian. | That is why we should talk with him. | Theres been an exciting breakthrough with the Indians. | Their efficiency and speed with which they moved... | ...when I came to be with the people. | How long will Stands With A Fist mourn? | I would like you to ride with me. | It seems every day ends with a miracle here. | And then I stood over her with my fist... | I want to know about Stands With A Fist. | Were charged with apprehending hostiles and recovering stolen property... | ...we could just settle this whole business with a little... | Bring up my ambulance, and bring my surgeon with it! | I am greeted with open smiles and looks of appreciation. | Dances With Wolves door is closed a lot these days. | I must go and talk with those who would listen. | Now there is only a Sioux named Dances With Wolves. | With Ten Bears, it was always more than a while. | Keep on with the white man talk if it pleases you. | I think this is a person with which treaties might be struck. | ...and yet I look forward to another visit with my new neighbors. | ...that my negotiations with the wild people of the plains will bear fruit. | We talk every day, but I know Kicking Bird is frustrated with me. | He's going there this very afternoon. You can ride with him if you like. | I am sure that Stands With A Fist knows that I am holding back... | It is autumn now and I am spending more time than ever with my friends. | She is white, and though I cannot be sure how she came to be with these people..."
with,134727,Beck,2000,"Crime, Drama, Mystery",The Money Man,1,7,tt0155536,"- With? - With... | - Is it to do with the suicide? - No. With the murder. | - I don't know who he hung around with. - You had a relationship with him. | What could you help me with? | - Hi. - Hi. What have you done with ..? | - Want to go dancing? - Dancing? Who with ..? | It could be re-opened with new evidence. | You have a drink with your friend Nordmark. | A homosexual prostitute starts a relationship with Nordmark. | Probably he came to an agreement with Nordmark... | - Can you help us... - With a new case? | It's considerably harder to deal with internal group dynamics... | There are plenty of men with ponytails these days. | - I think he'd already decided. - To break with Gavling? | - But I don't think he... - To hell with him! | - A Policeman. - What has that got to do with it? | What is it? Is it something to do with Nordmark? | My relationship with Lena affects neither you nor the department. | - Do you do your hair with a ponytail? - Sometimes. Why? | My boy was induced with a suction cup after two days. | Do you know who he hung around with? In what circles? | or what he was going to do with what he found. | A little gayboy like you never takes that tone with me... | He provided him with sexual services and perhaps some financial assistance... | I moved down to be with the in-laws in Spain. | He need to content himself with just two from now on, then. | I don't know. He didn't join in with the rest of us. | But it wasn't to do with work. Maybe it was something private. | Get a decision from the prosecutor. I'll be with the main witness. | With more murders to his name than you've got papers in your folder. | - We want you to come in on it with us? - In on what? | He sat down and shot himself with his service pistol. What an idiot. | And that could be difficult if you're having a personal relationship with her. | We want to compare them with some we found on a liquor bottle. | of someone you had a close relationship with. What if we help each other? | With me... and my bruises. I've booked a table in a small, intimate restaurant. | - I need to go home, too. - No. You'd better stay with me for a while. | Every morning you wake up with a headache and a dry mouth and you have to pee."
with,134727,Love's Labour's Lost,2000,"Romance, Comedy, Musical",,,,tt0182295,"with-- with-- | With what? | With a wench. | With that face? | * dance with me | o, with but with this I passion to say wherewith! | * Charleston Charleston with you * | With the aforesaid swain. | With men like you, | I'll stay with Patience, | I was taken with none, sir. I was taken with a damsel. | * with no strings no connections * | * with your smile so warm | Have with thee, my girl! | * but you with your persistence * | * that I could fall with | * let's go on with the | with all these living in philosophy. | Importunes personal conference with his grace. | * I won't dance, monsieur, with you * | sitting with her upon the form, | * with each word your tenderness grows * | Make heaven drowsy with the Harmony. | * let's go on with the show * | * let's go on with the show * | * let's go on with the show * | * let's go on with the show * | Played foul play with our oaths. | And still converse with groaning wretches. | Make heaven drowsy with the Harmony. | With that which we lovers entitle ""affected."" | With a child of our grandmother Eve-- | Of beauty's tutors have enriched you with. | but with the motion of all elements. | And with the helpful hand of holofernia... | I only swore to study with your grace... | We must of force dispense with this decree. | for every man with his affects is born, | that are vow-fellows with this virtuous Duke? | so am in love with a base wench. | as bright Apollo's lute strung with his hair. | Forerun fair love, strewing her way with flowers. | Proclaims you for a man replete with mocks. | with all the fierce endeavor of your wit, | Well, to fright them hence with the dread penalty. | Did not I dance with you in brabant once? | Did not I dance with you in brabant once? | That all I saw his eyes enchanted with gazes. | You shall fast a week with bran and water. | I'd rather pray a month with mutton and porridge. | * flying too high with some girl in the sky * | * even with a Turkey that you know will fold * | * even with a Turkey that you know will fold * | Have sworn for three years term to live with me, | I was, uh, seen with her in the manor house, | with news of mobilization of troops on the French border. | I have promised to study three years with the king. | Ah. I thank your worship. God be with you. Mwah! | this berowne is one of the votaries with the king, | But go with speed to some forlorn and naked hermitage. | No, my good lord. I have sworn to stay with you. | With yourself to speak, a maid of grace and complete majesty... | Another of these students at that time was there with him, | The manner of it is, I was taken with the manner. | That I took in the park with the rational hind costard. | * I wake up every morning with a smile on my face * | In the afternoon, we will with some strange pastime, solace them, | By the heart's still rhetoric disclosed with eyes deceive me not now, | It was proclaimed a year's imprisonment to be taken with a wench. | With her able assistant sir Nathaniel taking care of the men's spiritual health, | If it were, I deny her virginity. I was taken with a maid. | Then, if sickly ears, deafed with the clamor of their own dear groans, | He's also been known to play fast and loose with the ladies. Watch out, girls. | So much I hate a breaking cause to be of heavenly oaths, vowed with integrity. | And in that hour, my lord, they did not bless us with one happy word. | ""Item: If any man be seen to talk with a woman within the term of three years,"
animate,156,The Amazing Race Canada,2022,Reality,Racing for Our Lives,8,6,tt21376184,"Animate. Animate! | Animate. Animate. | We're gonna Animate. Animate. | ""Aviate or Animate."" | Everyone's still at the Animate. | Let's go, come on! Of course, Animate. | Teams that choose Animate, will make their way to"
animate,156,Light & Magic,2022,Documentary,“Just think about it.”,1,3,tt20102086,"<i>Animate, animate, animate, and because of the scale</i> | or pistons going up and down that we didn't have to animate | <i>So I thought, well, I'm going to try to animate my hand.</i> | <i>and then I wrote the software in order to be able to animate it.</i>"
animate,156,Hot in Cleveland,2014,Comedy,The Animated Episode,5,18,tt3727310,"- De-animate them! De-animate them! | In fact, before we re-animate our men,"
animate,156,The Outer Limits,1996,"Drama, Fantasy, Horror",Resurrection,2,2,tt0667939,We animate. | We are ready to animate.
animate,156,Brilliant Minds,2024,Drama,The Man from Grozny,1,7,tt32375752,and animate.
animate,156,Monsoon,2020,"Drama, History, Romance",,,,tt8090564,I animate.
animate,156,The Avengers,1966,"Action, Comedy, Crime",The Murder Market,4,7,tt0516924,"Come on, baby, animate. Come on, animate..."
animate,156,Moulin Rouge!,2001,"Drama, Romance, Music",,,,tt0203009,The hills animate
animate,156,The Outer Limits,1995,"Drama, Fantasy, Horror",If These Walls Could Talk,1,19,tt0667906,into animate matter.
animate,156,Star Trek: Voyager,2000,"Action, Adventure, Sci-Fi",Body And Soul,7,7,tt0708859,Pre-animate biomatter.
animate,156,The Crimson Wing: Mystery of the Flamingos,2009,Documentary,,,,tt0902967,complex and animate.
ignite,839,Thorn,2023,Drama,,,,tt29281792,Ignite! Ignite! | Ignite!
ignite,839,Maleficent: Mistress of Evil,2019,"Adventure, Family, Fantasy",,,,tt4777008,- Ignite! - Ignite!
ignite,839,Gladiator,2000,"Action, Adventure, Drama",,,,tt0172495,"Ignite! | Archers, ignite!"
ignite,839,Farscape,2000,"Action, Adventure, Drama","Liars, Guns and Money: Part 2: With Friends Like These...",2,20,tt0578103,"Ignite? | Pilot, ignite the vapor. | After she has absorbed it into her body, you� you�ll be able to ignite it electrically."
ignite,839,Evangelion Shin Gekijôban: Kyu,2012,"Animation, Action, Drama",,,,tt0860907,Ignite!
ignite,839,Numb3rs,2008,"Crime, Drama, Mystery",Conspiracy Theory,5,9,tt1256347,Ignite.
ignite,839,Phantasmagoria,2022,"Horror, History, Thriller",,,,tt22775832,Ignite! | that could ignite the flames of rebellion
ignite,839,Survivor,2022,Reality,Snap Some Necks and Cash Some Checks,43,13,tt23217900,Ignite.
ignite,839,Spartacus,2013,"Action, Adventure, Biography",Victory,3,10,tt2553414,Ignite!
ignite,839,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2023,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",White Palace | White Labyrinth,4,17,tt26677278,Ignite!
ignite,839,Budda. Kid '98,2024,Documentary,,,,tt31867917,Ignite.
embody,303,Dawshom Awbotaar,2023,"Thriller, Crime",,,,tt27561990,"Embody me."" | Embody me."
embody,303,Der Himmel über Berlin,1988,"Drama, Fantasy, Romance",,,,tt0093191,We embody something.
embody,303,Dr. Death,2021,"Crime, Drama, Thriller",An Occurrence at Randall Kirby's Sink,1,4,tt13186458,I embody everything.
embody,303,The Bachelorette,2022,Reality,1908,19,9,tt21806868,you really embody.
embody,303,The Mountain Within Me,2024,Documentary,,,,tt32592704,You embody it.
embody,303,The Glorias,2020,"Biography, Drama, History",,,,tt7435316,"""Men embody adventure. | Women embody hearth and home"
embody,303,The Country Bears,2002,"Comedy, Family, Music",,,,tt0276033,Their lives embody freedom.
embody,303,Selma,2015,"Biography, Drama, History",,,,tt1020072,"embody it so fervently,"
embody,303,RuPaul's Drag Race,2021,"Game-Show, Reality-TV",Social Media: The Unverified Rusical,13,8,tt13807810,is embody the character.
embody,303,The Closer,2010,"Crime, Drama, Mystery",Executive Order,6,10,tt1626043,They embody the na--
embody,303,Survivor,2010,Reality,Heroes vs. Villains Reunion,20,15,tt1653524,represent-- you embody the
peculiar,2663,One Flew Over the Cuckoo's Nest,1975,Drama,,,,tt0073486,"- Peculiar? - Peculiar? | It makes me feel very peculiar, very peculiar... | - ""Peculiar!"" - ""Asshole"" again. | What does that mean, ""peculiar""? | It makes you feel ""peculiar."" | You've never heard the word ""peculiar""? Say, what are you trying to say?"
peculiar,2663,Buffy the Vampire Slayer,1997,"Sci-Fi & Fantasy, Comedy, Drama, Action & Adventure",Angel,1,7,tt0533388,"- Peculiar. - Peculiar? | You're a little peculiar. | - Everybody knows, man. - ""She's peculiar""? | You don't think she's a little peculiar? | - Maybe a peculiar one. - Thank you, Graham."
peculiar,2663,Mr. Sunshine,2018,"Action, Drama, History, Romance, War",Episode #1.5,1,5,tt8730792,"-a bit peculiar. -""Peculiar""?"
peculiar,2663,A Song to Remember,1945,"Biography, Drama, Music",,,,tt0038104,Peculiar. | His voice was peculiar.
peculiar,2663,Rope,1948,"Crime, Drama, Mystery",,,,tt0040746,"Peculiar? | However, I still think it's peculiar. | Yes, but a rather peculiar party. | Well, I think it looks downright peculiar. | My, it's a peculiar party, not that that surprises me. | Of course some people say he's a little peculiar, but I always..."
peculiar,2663,"Suddenly, Last Summer",1960,"Drama, Mystery, Thriller",,,,tt0053318,...peculiar.
peculiar,2663,North to Alaska,1960,"Comedy, Romance, Western",,,,tt0054127,"Peculiar. | You know, I've got a funny notion. Sam's been acting mighty peculiar."
peculiar,2663,Town Without Pity,1961,"Crime, Drama",,,,tt0055539,"...peculiar? | Yes, most peculiar."
peculiar,2663,The Moon-Spinners,1964,"Adventure, Family, Mystery",,,,tt0058371,Peculiar.
peculiar,2663,Monte Walsh,1970,Western,,,,tt0066093,Peculiar.
peculiar,2663,Hearts of the West,1975,"Western, Comedy",,,,tt0073096,Peculiar?
absurd,5712,The Addams Family,1966,"Comedy, Family, Horror",Ophelia Finds Romance,2,20,tt0505451,- Absurd. - Absurd?
absurd,5712,His Double Life,1933,"Drama, Comedy",,,,tt0024122,- It's absurd! - Absurd?
absurd,5712,Entranced Earth,1967,Drama,,,,tt0062352,It's absurd! Absurd!
absurd,5712,The Cow and I,1959,Comedy,,,,tt0053403,"It's absurd. Yes, absurd."
absurd,5712,A Lizard in a Woman's Skin,1973,"Mystery, Thriller",,,,tt0067361,"That's absurd, Carol. Absurd! | It's all absurd. | For what? To kill Durer? That's absurd!"
absurd,5712,Seven Deaths in the Cat's Eyes,1973,"Horror, Mystery, Thriller",,,,tt0068415,"It's absurd! Just absurd! | Absurd, isn't it? | It's just absurd to be so back-minded in our age."
absurd,5712,Apartment Zero,1989,"Drama, Mystery, Thriller",,,,tt0094667,- But it's absurd! - Absurd?
absurd,5712,Mario's War,2006,Drama,,,,tt0420897,It's absurd! It's absurd!
absurd,5712,Deception,2018,"Drama, Crime",Transposition,1,13,tt7980100,- That's absurd. - You're absurd.
absurd,5712,Monkey Business,1931,"Comedy, Musical",,,,tt0022158,Absurd.
absurd,5712,The Sign of the Cross,1933,"Drama, History",,,,tt0023470,"Absurd! | Oh, that's absurd. Even with you."
deficiency,530,Friends,1996,"Comedy, Romance",The One Where Rachel Quits,3,10,tt0583474,...deficiency.
deficiency,530,172 Days,2023,"Drama, Romance",,,,tt28005338,"deficiency,"
deficiency,530,Mr. Smith Goes to Washington,1939,"Comedy, Drama",,,,tt0031679,"Deficiency bill. | Burying it in this deficiency bill... | This deficiency bill will be read tomorrow. | Owing to the urgency of the deficiency bill... | The shameless way the deficiency bill has been delayed... | ...hold up this Deficiency Bill, vital to the country... | ...and try to force postponement of the Deficiency Bill? | When that deficiency bill comes up tomorrow, don't say a word. | ""The bill for deficiency appropriations for the fiscal year, Section One. | ...to pull that Willet Dam out and let the Deficiency Bill go through?"
deficiency,530,Brain Dead,1990,"Horror, Mystery, Sci-Fi",,,,tt0099173,B12 deficiency.
deficiency,530,Green Wing,2004,"Comedy, Drama",Lodgers,1,3,tt0592848,Nicotine deficiency.
deficiency,530,House,2005,"Drama, Mystery",Role Model,1,17,tt0606037,Immunoglobulin deficiency? | Ideopathic T-cell deficiency. | CVID? That's a type of immunoglobulin deficiency. I said that.
deficiency,530,"Magnum, P.I.",1981,"Action, Adventure, Crime",Mad Buck Gibson,2,8,tt0639688,Calcium deficiency? | it's just your calcium deficiency.
deficiency,530,The Good Doctor,2021,Drama,Gender Reveal,4,14,tt14402896,Endocrine deficiency?
deficiency,530,All Creatures Great & Small,2021,"Drama, Comedy",Home Truths,2,6,tt15399998,copper deficiency.
deficiency,530,More Than Blue,2021,"Drama, Romance",,,,tt16306388,Nutrition deficiency.
deficiency,530,Haven,2010,"Crime, Drama, Fantasy",The Trial of Audrey Parker,1,11,tt1707726,Vitamin deficiency. | With an acute vitamin deficiency.
generosity,1937,The Bells of St. Mary's,1946,Drama,,,,tt0037536,"Generosity... | ""through the generosity... | for his wholehearted generosity. | ""through the generosity and benevolence... | We owe it all to the generosity and benevolence of one man..."
